11676,"3442448395",44.54049977390815
11676,"3442448263",44.54049977390815
11676,"3492233724",44.54049977390815
11676,"0684843137",44.54049977390815
11676,"3257225350",44.54049977390815
11676,"3423362111",44.54049977390815
11676,"3518388762",48.99488942756833
11676,"3596214572",53.99488942756833
11676,"3548250173",55.9241914842818
11676,"3453150228",55.99488942756833
11685,"0743459458",4.949747468305832
11685,"0671640143",4.949747468305832
11685,"0449912116",4.949747468305832
11685,"014600017X",4.949747468305832
11685,"0679446400",4.949747468305832
11685,"0375702202",4.949747468305832
11685,"0525947396",4.949747468305832
11685,"0786252049",4.949747468305832
11685,"0671516493",4.949747468305832
11685,"0571169503",4.949747468305832
11687,"0060183713",17.748452476940002
11687,"037540600X",17.748452476940002
11687,"0375410546",18.22905991163672
11687,"0449212882",18.22905991163672
11687,"0671740504",18.22905991163672
11687,"044651747X",18.53555329773799
11687,"0812544412",18.824808990715646
11687,"0151000611",19.449168039692413
11687,"1558744029",19.449168039692413
11687,"0312289723",20.039940932842825
11690,"3407785682",4.949747468305832
11690,"8449500214",4.949747468305832
11690,"3442355257",4.949747468305832
11690,"8437604257",4.949747468305832
11690,"8423918807",4.949747468305832
11690,"8878188506",4.949747468305832
11690,"3789141194",4.949747468305832
11690,"3442092981",4.949747468305832
11690,"3442450179",7.0
11690,"3492229417",7.0
11708,"0671025589",13.478243174709673
11708,"0525947299",13.645298056665055
11708,"0375412557",13.748612368970381
11708,"0688170528",14.284597577686922
11708,"0425162443",14.329269538770214
11708,"1558745017",15.165315592588009
11708,"0670892742",15.165315592588009
11708,"0385312202",15.288465729180555
11708,"0515120898",15.709194199813581
11708,"080410946X",17.563413051264295
11709,"0375705929",8.5
11709,"0449150186",8.5
11709,"0156008351",8.5
11709,"0525945644",8.5
11709,"0060183713",8.510407640085653
11709,"0883659948",8.510407640085653
11709,"0486264637",8.510407640085653
11709,"037540600X",8.510407640085653
11709,"1558745017",8.9489291724392
11709,"0670892742",8.9489291724392
11712,"3453002393",0.0
11712,"3404142187",0.0
11712,"3404141849",0.0
11712,"3442357780",0.0
11712,"3453171721",0.0
11712,"0451197879",0.0
11712,"3442133513",0.0
11712,"3404143744",0.0
11712,"3404701704",0.0
11712,"3453088883",0.0
11713,"0373111967",0.0
11713,"0373114273",0.0
11713,"0345422317",0.0
11713,"1551660253",0.0
11713,"0743222008",0.0
11713,"0380757478",0.0
